Order_ID,Order_Date,Order_Month,Category,Region,Gross_Amount,Final_Status,Delivery_Days,Customer_Rating,Net_Revenue
ORD02576,2023-12-26,2023-12,Nhà cửa & Đời sống,Cần Thơ,2440000.0,Delivered,7,1.0,2440000.0
ORD02577,2023-11-25,2023-11,Nhà cửa & Đời sống,TP.HCM,3290000.0,Canceled,1,0.0,0.0
ORD02578,2023-02-18,2023-02,Điện thoại & Phụ kiện,Hải Phòng,980000.0,Returned,7,0.0,0.0
ORD02579,2023-10-19,2023-10,Nhà cửa & Đời sống,Hải Phòng,1090000.0,Delivered,10,5.0,1090000.0
ORD02580,2023-11-20,2023-11,Thời trang,TP.HCM,1530000.0,Delivered,11,3.0,1530000.0
ORD02581,2023-03-19,2023-03,Điện thoại & Phụ kiện,Cần Thơ,910000.0,Delivered,2,3.0,910000.0
ORD02582,2023-04-15,2023-04,Mỹ phẩm,Cần Thơ,860000.0,Delivered,12,5.0,860000.0
ORD02583,2023-06-18,2023-06,Thời trang,Hà Nội,680000.0,Returned,6,0.0,0.0
ORD02584,2023-08-05,2023-08,Nhà cửa & Đời sống,Hà Nội,2380000.0,Delivered,13,4.0,2380000.0
ORD02585,2023-04-29,2023-04,Điện thoại & Phụ kiện,Đà Nẵng,1000000.0,Returned,9,0.0,0.0
ORD02586,2023-07-09,2023-07,Thời trang,Hà Nội,3630000.0,Delivered,6,1.0,3630000.0
ORD02587,2023-09-12,2023-09,Điện thoại & Phụ kiện,Cần Thơ,4040000.0,Returned,3,0.0,0.0
ORD02588,2023-09-23,2023-09,Điện thoại & Phụ kiện,Đà Nẵng,100000.0,Delivered,1,3.0,100000.0
ORD02589,2023-05-29,2023-05,Điện thoại & Phụ kiện,Hà Nội,2780000.0,Canceled,12,0.0,0.0
ORD02590,2023-06-13,2023-06,Nhà cửa & Đời sống,TP.HCM,2950000.0,Returned,12,0.0,0.0
ORD02591,2023-05-20,2023-05,Mỹ phẩm,Hải Phòng,2060000.0,Delivered,4,5.0,2060000.0
ORD02592,2023-12-13,2023-12,Mỹ phẩm,Hà Nội,2830000.0,Delivered,4,4.0,2830000.0
ORD02593,2023-09-15,2023-09,Thời trang,Hà Nội,870000.0,Delivered,13,1.0,870000.0
ORD02594,2023-09-26,2023-09,Điện thoại & Phụ kiện,TP.HCM,1500000.0,Delivered,8,5.0,1500000.0
ORD02595,2023-06-30,2023-06,Điện thoại & Phụ kiện,Cần Thơ,2970000.0,Canceled,10,0.0,0.0
ORD02596,2023-06-09,2023-06,Điện thoại & Phụ kiện,TP.HCM,800000.0,Delivered,10,3.0,800000.0
ORD02597,2023-12-17,2023-12,Điện thoại & Phụ kiện,Hà Nội,4650000.0,Canceled,13,0.0,0.0
ORD02598,2023-10-15,2023-10,Mỹ phẩm,Cần Thơ,590000.0,Delivered,7,4.0,590000.0
ORD02599,2023-10-15,2023-10,Thời trang,Đà Nẵng,4640000.0,Delivered,10,4.0,4640000.0
ORD02600,2023-08-14,2023-08,Điện thoại & Phụ kiện,Hà Nội,3810000.0,Delivered,7,2.0,3810000.0
ORD02601,2023-01-11,2023-01,Điện thoại & Phụ kiện,TP.HCM,3780000.0,Delivered,7,2.0,3780000.0
ORD02602,2023-01-10,2023-01,Điện thoại & Phụ kiện,Đà Nẵng,890000.0,Delivered,12,4.0,890000.0
ORD02603,2023-09-28,2023-09,Thời trang,Hải Phòng,2440000.0,Returned,2,0.0,0.0
ORD02604,2023-09-30,2023-09,Nhà cửa & Đời sống,Đà Nẵng,2960000.0,Delivered,9,1.0,2960000.0
ORD02605,2023-07-02,2023-07,Thời trang,TP.HCM,3160000.0,Delivered,6,4.0,3160000.0
ORD02606,2023-06-02,2023-06,Mỹ phẩm,Đà Nẵng,1640000.0,Delivered,2,1.0,1640000.0
ORD02607,2023-11-11,2023-11,Thời trang,TP.HCM,690000.0,Delivered,1,2.0,690000.0
ORD02608,2023-11-30,2023-11,Điện thoại & Phụ kiện,Hà Nội,420000.0,Delivered,11,1.0,420000.0
ORD02609,2023-05-04,2023-05,Điện thoại & Phụ kiện,Cần Thơ,4460000.0,Delivered,1,4.0,4460000.0
ORD02610,2023-04-24,2023-04,Mỹ phẩm,Hải Phòng,1360000.0,Delivered,1,3.0,1360000.0
ORD02611,2023-10-05,2023-10,Mỹ phẩm,Cần Thơ,2300000.0,Canceled,4,0.0,0.0
ORD02612,2023-08-01,2023-08,Điện thoại & Phụ kiện,Cần Thơ,2090000.0,Delivered,4,5.0,2090000.0
ORD02613,2023-06-21,2023-06,Thời trang,Cần Thơ,4260000.0,Delivered,12,5.0,4260000.0
ORD02614,2023-10-15,2023-10,Thời trang,TP.HCM,1350000.0,Returned,9,0.0,0.0
ORD02615,2023-06-23,2023-06,Thời trang,TP.HCM,500000.0,Delivered,13,3.0,500000.0
ORD02616,2023-04-23,2023-04,Nhà cửa & Đời sống,Hải Phòng,2840000.0,Canceled,12,0.0,0.0
ORD02617,2023-05-02,2023-05,Thời trang,TP.HCM,4780000.0,Delivered,12,5.0,4780000.0
ORD02618,2023-02-01,2023-02,Thời trang,TP.HCM,3060000.0,Delivered,1,4.0,3060000.0
ORD02619,2023-08-10,2023-08,Điện thoại & Phụ kiện,TP.HCM,940000.0,Delivered,3,2.0,940000.0
ORD02620,2023-04-29,2023-04,Điện thoại & Phụ kiện,TP.HCM,980000.0,Delivered,3,5.0,980000.0
ORD02621,2023-02-08,2023-02,Điện thoại & Phụ kiện,Hà Nội,510000.0,Delivered,8,5.0,510000.0
ORD02622,2023-09-25,2023-09,Điện thoại & Phụ kiện,Hải Phòng,1290000.0,Delivered,2,3.0,1290000.0
ORD02623,2023-08-21,2023-08,Mỹ phẩm,TP.HCM,2880000.0,Delivered,6,4.0,2880000.0
ORD02624,2023-01-18,2023-01,Mỹ phẩm,Hải Phòng,4680000.0,Delivered,11,3.0,4680000.0
ORD02625,2023-05-29,2023-05,Điện thoại & Phụ kiện,Đà Nẵng,420000.0,Delivered,4,3.0,420000.0
ORD02626,2023-05-29,2023-05,Mỹ phẩm,Hà Nội,2850000.0,Canceled,13,0.0,0.0
ORD02627,2023-05-06,2023-05,Điện thoại & Phụ kiện,TP.HCM,1620000.0,Canceled,10,0.0,0.0
ORD02628,2023-10-29,2023-10,Điện thoại & Phụ kiện,Hà Nội,990000.0,Delivered,6,4.0,990000.0
ORD02629,2023-12-26,2023-12,Điện thoại & Phụ kiện,Hà Nội,1130000.0,Returned,13,0.0,0.0
ORD02630,2023-08-26,2023-08,Điện thoại & Phụ kiện,Đà Nẵng,4450000.0,Delivered,5,3.0,4450000.0
ORD02631,2023-05-15,2023-05,Điện thoại & Phụ kiện,Hải Phòng,210000.0,Delivered,12,2.0,210000.0
ORD02632,2023-05-31,2023-05,Thời trang,Hà Nội,1690000.0,Delivered,9,2.0,1690000.0
ORD02633,2023-08-24,2023-08,Thời trang,Cần Thơ,4260000.0,Canceled,9,0.0,0.0
ORD02634,2023-08-12,2023-08,Nhà cửa & Đời sống,Đà Nẵng,4670000.0,Canceled,1,0.0,0.0
ORD02635,2023-07-22,2023-07,Điện thoại & Phụ kiện,Cần Thơ,2050000.0,Delivered,3,5.0,2050000.0
ORD02636,2023-09-13,2023-09,Điện thoại & Phụ kiện,Đà Nẵng,4080000.0,Delivered,1,3.0,4080000.0
ORD02637,2023-03-27,2023-03,Điện thoại & Phụ kiện,Cần Thơ,3160000.0,Delivered,6,4.0,3160000.0
ORD02638,2023-05-30,2023-05,Thời trang,Cần Thơ,2710000.0,Delivered,12,2.0,2710000.0
ORD02639,2023-08-23,2023-08,Điện thoại & Phụ kiện,Hà Nội,1000000.0,Delivered,3,5.0,1000000.0
ORD02640,2023-12-11,2023-12,Mỹ phẩm,Hà Nội,2060000.0,Delivered,1,4.0,2060000.0
ORD02641,2023-01-22,2023-01,Thời trang,Đà Nẵng,780000.0,Delivered,6,2.0,780000.0
ORD02642,2023-12-14,2023-12,Thời trang,Hải Phòng,4750000.0,Delivered,5,4.0,4750000.0
ORD02643,2023-10-12,2023-10,Thời trang,Hà Nội,2290000.0,Canceled,12,0.0,0.0
ORD02644,2023-09-26,2023-09,Điện thoại & Phụ kiện,Hà Nội,4280000.0,Delivered,12,2.0,4280000.0
ORD02645,2023-09-15,2023-09,Điện thoại & Phụ kiện,TP.HCM,3880000.0,Delivered,8,4.0,3880000.0
ORD02646,2023-01-29,2023-01,Điện thoại & Phụ kiện,Hà Nội,2230000.0,Delivered,2,2.0,2230000.0
ORD02647,2023-08-01,2023-08,Thời trang,Hải Phòng,4270000.0,Returned,8,0.0,0.0
ORD02648,2023-10-10,2023-10,Điện thoại & Phụ kiện,TP.HCM,4560000.0,Delivered,12,1.0,4560000.0
ORD02649,2023-02-19,2023-02,Điện thoại & Phụ kiện,Cần Thơ,4610000.0,Delivered,5,4.0,4610000.0
ORD02650,2023-04-05,2023-04,Nhà cửa & Đời sống,Cần Thơ,1550000.0,Delivered,8,3.0,1550000.0
ORD02651,2023-03-29,2023-03,Điện thoại & Phụ kiện,TP.HCM,2420000.0,Delivered,12,5.0,2420000.0
ORD02652,2023-02-13,2023-02,Mỹ phẩm,TP.HCM,3800000.0,Delivered,10,2.0,3800000.0
ORD02653,2023-10-05,2023-10,Mỹ phẩm,TP.HCM,4190000.0,Delivered,4,2.0,4190000.0
ORD02654,2023-06-20,2023-06,Điện thoại & Phụ kiện,Đà Nẵng,2430000.0,Delivered,4,2.0,2430000.0
ORD02655,2023-07-08,2023-07,Điện thoại & Phụ kiện,Hải Phòng,2230000.0,Delivered,10,2.0,2230000.0
ORD02656,2023-12-19,2023-12,Điện thoại & Phụ kiện,Hải Phòng,3760000.0,Delivered,4,5.0,3760000.0
ORD02657,2023-07-03,2023-07,Thời trang,Cần Thơ,4900000.0,Delivered,11,3.0,4900000.0
ORD02658,2023-01-03,2023-01,Thời trang,Cần Thơ,700000.0,Returned,6,0.0,0.0
ORD02659,2023-07-10,2023-07,Mỹ phẩm,Cần Thơ,3720000.0,Returned,4,0.0,0.0
ORD02660,2023-04-28,2023-04,Nhà cửa & Đời sống,Hà Nội,870000.0,Delivered,9,5.0,870000.0
ORD02661,2023-01-19,2023-01,Thời trang,Cần Thơ,1040000.0,Delivered,9,4.0,1040000.0
ORD02662,2023-01-23,2023-01,Điện thoại & Phụ kiện,TP.HCM,3390000.0,Canceled,3,0.0,0.0
ORD02663,2023-01-30,2023-01,Điện thoại & Phụ kiện,Cần Thơ,2250000.0,Canceled,7,0.0,0.0
ORD02664,2023-10-22,2023-10,Mỹ phẩm,TP.HCM,2220000.0,Canceled,12,0.0,0.0
ORD02665,2023-04-18,2023-04,Điện thoại & Phụ kiện,Đà Nẵng,3130000.0,Delivered,5,2.0,3130000.0
ORD02666,2023-10-08,2023-10,Điện thoại & Phụ kiện,Hà Nội,2090000.0,Delivered,12,5.0,2090000.0
ORD02667,2023-05-08,2023-05,Mỹ phẩm,Hà Nội,3610000.0,Returned,9,0.0,0.0
ORD02668,2023-08-17,2023-08,Thời trang,Hải Phòng,400000.0,Returned,2,0.0,0.0
ORD02669,2023-04-21,2023-04,Nhà cửa & Đời sống,Đà Nẵng,2990000.0,Delivered,3,3.0,2990000.0
ORD02670,2023-05-16,2023-05,Thời trang,TP.HCM,3520000.0,Returned,10,0.0,0.0
ORD02671,2023-12-28,2023-12,Điện thoại & Phụ kiện,Đà Nẵng,4820000.0,Canceled,5,0.0,0.0
ORD02672,2023-07-05,2023-07,Nhà cửa & Đời sống,Hà Nội,1440000.0,Delivered,12,1.0,1440000.0
ORD02673,2023-05-24,2023-05,Điện thoại & Phụ kiện,TP.HCM,920000.0,Delivered,5,1.0,920000.0
ORD02674,2023-03-13,2023-03,Điện thoại & Phụ kiện,Đà Nẵng,4000000.0,Delivered,10,2.0,4000000.0
ORD02675,2023-05-09,2023-05,Thời trang,Hà Nội,560000.0,Delivered,12,5.0,560000.0
ORD02676,2023-12-30,2023-12,Điện thoại & Phụ kiện,TP.HCM,4010000.0,Returned,7,0.0,0.0
ORD02677,2023-09-18,2023-09,Thời trang,TP.HCM,2150000.0,Delivered,13,3.0,2150000.0
ORD02678,2023-01-03,2023-01,Điện thoại & Phụ kiện,Hà Nội,3940000.0,Canceled,8,0.0,0.0
ORD02679,2023-04-14,2023-04,Thời trang,TP.HCM,3900000.0,Canceled,8,0.0,0.0
ORD02680,2023-08-12,2023-08,Điện thoại & Phụ kiện,Hà Nội,860000.0,Delivered,1,2.0,860000.0
ORD02681,2023-11-16,2023-11,Mỹ phẩm,Cần Thơ,2680000.0,Delivered,1,2.0,2680000.0
ORD02682,2023-12-28,2023-12,Mỹ phẩm,Cần Thơ,4460000.0,Delivered,3,4.0,4460000.0
ORD02683,2023-12-20,2023-12,Điện thoại & Phụ kiện,TP.HCM,1010000.0,Delivered,1,1.0,1010000.0
ORD02684,2023-01-10,2023-01,Điện thoại & Phụ kiện,TP.HCM,4310000.0,Delivered,1,5.0,4310000.0
ORD02685,2023-10-29,2023-10,Điện thoại & Phụ kiện,Hà Nội,4440000.0,Delivered,10,5.0,4440000.0
ORD02686,2023-08-19,2023-08,Điện thoại & Phụ kiện,TP.HCM,4080000.0,Delivered,8,1.0,4080000.0
ORD02687,2023-08-07,2023-08,Mỹ phẩm,Hải Phòng,1090000.0,Delivered,1,5.0,1090000.0
ORD02688,2023-03-07,2023-03,Mỹ phẩm,Cần Thơ,3920000.0,Delivered,9,3.0,3920000.0
ORD02689,2023-04-22,2023-04,Điện thoại & Phụ kiện,TP.HCM,2040000.0,Delivered,2,3.0,2040000.0
ORD02690,2023-01-13,2023-01,Điện thoại & Phụ kiện,TP.HCM,2010000.0,Returned,9,0.0,0.0
ORD02691,2023-03-27,2023-03,Điện thoại & Phụ kiện,Đà Nẵng,770000.0,Delivered,7,4.0,770000.0
ORD02692,2023-08-22,2023-08,Thời trang,TP.HCM,3980000.0,Returned,9,0.0,0.0
ORD02693,2023-03-31,2023-03,Điện thoại & Phụ kiện,Hải Phòng,2510000.0,Returned,3,0.0,0.0
ORD02694,2023-11-10,2023-11,Nhà cửa & Đời sống,Cần Thơ,990000.0,Returned,1,0.0,0.0
ORD02695,2023-02-23,2023-02,Mỹ phẩm,Đà Nẵng,3540000.0,Delivered,1,1.0,3540000.0
ORD02696,2023-01-12,2023-01,Điện thoại & Phụ kiện,Hà Nội,190000.0,Canceled,11,0.0,0.0
ORD02697,2023-07-28,2023-07,Thời trang,Hà Nội,2730000.0,Delivered,10,4.0,2730000.0
ORD02698,2023-01-14,2023-01,Nhà cửa & Đời sống,Cần Thơ,2770000.0,Delivered,6,5.0,2770000.0
ORD02699,2023-05-01,2023-05,Thời trang,Hà Nội,3290000.0,Canceled,7,0.0,0.0
ORD02700,2023-01-20,2023-01,Điện thoại & Phụ kiện,Hải Phòng,1270000.0,Delivered,9,3.0,1270000.0
ORD02701,2023-03-16,2023-03,Điện thoại & Phụ kiện,TP.HCM,2590000.0,Returned,6,0.0,0.0
ORD02702,2023-08-31,2023-08,Mỹ phẩm,Cần Thơ,680000.0,Delivered,5,4.0,680000.0
ORD02703,2023-08-11,2023-08,Thời trang,Đà Nẵng,2040000.0,Delivered,2,4.0,2040000.0
ORD02704,2023-03-11,2023-03,Thời trang,TP.HCM,4840000.0,Delivered,2,4.0,4840000.0
ORD02705,2023-11-08,2023-11,Mỹ phẩm,Hà Nội,590000.0,Delivered,8,4.0,590000.0
ORD02706,2023-07-30,2023-07,Mỹ phẩm,Hà Nội,4160000.0,Delivered,1,2.0,4160000.0
ORD02707,2023-04-11,2023-04,Nhà cửa & Đời sống,Đà Nẵng,3050000.0,Delivered,8,4.0,3050000.0
ORD02708,2023-07-05,2023-07,Điện thoại & Phụ kiện,Hải Phòng,3870000.0,Delivered,11,3.0,3870000.0
ORD02709,2023-05-12,2023-05,Thời trang,Đà Nẵng,1060000.0,Delivered,10,3.0,1060000.0
ORD02710,2023-04-21,2023-04,Mỹ phẩm,Cần Thơ,4710000.0,Delivered,11,5.0,4710000.0
ORD02711,2023-05-12,2023-05,Mỹ phẩm,Đà Nẵng,1360000.0,Delivered,7,3.0,1360000.0
ORD02712,2023-01-20,2023-01,Thời trang,Hà Nội,2550000.0,Delivered,7,3.0,2550000.0
ORD02713,2023-01-24,2023-01,Điện thoại & Phụ kiện,Hải Phòng,960000.0,Delivered,5,2.0,960000.0
ORD02714,2023-08-15,2023-08,Mỹ phẩm,Hải Phòng,4880000.0,Delivered,3,3.0,4880000.0
ORD02715,2023-06-03,2023-06,Mỹ phẩm,Đà Nẵng,860000.0,Delivered,7,1.0,860000.0
ORD02716,2023-10-20,2023-10,Điện thoại & Phụ kiện,Cần Thơ,3860000.0,Delivered,7,3.0,3860000.0
ORD02717,2023-08-18,2023-08,Thời trang,Hà Nội,2130000.0,Delivered,7,5.0,2130000.0
ORD02718,2023-11-06,2023-11,Điện thoại & Phụ kiện,TP.HCM,4920000.0,Delivered,12,5.0,4920000.0
ORD02719,2023-12-25,2023-12,Điện thoại & Phụ kiện,Hải Phòng,1550000.0,Delivered,11,4.0,1550000.0
ORD02720,2023-07-21,2023-07,Điện thoại & Phụ kiện,Đà Nẵng,1580000.0,Delivered,2,2.0,1580000.0
ORD02721,2023-02-07,2023-02,Thời trang,Cần Thơ,1200000.0,Delivered,3,5.0,1200000.0
ORD02722,2023-09-17,2023-09,Thời trang,Cần Thơ,4990000.0,Delivered,3,1.0,4990000.0
ORD02723,2023-07-07,2023-07,Thời trang,Hà Nội,1380000.0,Delivered,4,1.0,1380000.0
ORD02724,2023-02-26,2023-02,Thời trang,Hải Phòng,2620000.0,Delivered,12,4.0,2620000.0
ORD02725,2023-01-20,2023-01,Mỹ phẩm,Hà Nội,1750000.0,Delivered,9,2.0,1750000.0
ORD02726,2023-09-30,2023-09,Điện thoại & Phụ kiện,TP.HCM,3060000.0,Delivered,10,2.0,3060000.0
ORD02727,2023-04-29,2023-04,Điện thoại & Phụ kiện,TP.HCM,4350000.0,Canceled,1,0.0,0.0
ORD02728,2023-03-12,2023-03,Mỹ phẩm,TP.HCM,1460000.0,Delivered,12,1.0,1460000.0
ORD02729,2023-01-04,2023-01,Điện thoại & Phụ kiện,Cần Thơ,2880000.0,Delivered,7,1.0,2880000.0
ORD02730,2023-08-09,2023-08,Nhà cửa & Đời sống,Hải Phòng,3430000.0,Canceled,7,0.0,0.0
ORD02731,2023-01-14,2023-01,Mỹ phẩm,Hà Nội,200000.0,Delivered,11,1.0,200000.0
ORD02732,2023-01-03,2023-01,Thời trang,Hà Nội,800000.0,Returned,4,0.0,0.0
ORD02733,2023-08-04,2023-08,Nhà cửa & Đời sống,TP.HCM,1680000.0,Delivered,13,2.0,1680000.0
ORD02734,2023-08-17,2023-08,Điện thoại & Phụ kiện,Hải Phòng,2250000.0,Returned,11,0.0,0.0
ORD02735,2023-12-02,2023-12,Điện thoại & Phụ kiện,Hải Phòng,350000.0,Delivered,1,5.0,350000.0
ORD02736,2023-07-05,2023-07,Thời trang,Đà Nẵng,2950000.0,Delivered,3,2.0,2950000.0
ORD02737,2023-02-24,2023-02,Điện thoại & Phụ kiện,Hải Phòng,1710000.0,Delivered,5,4.0,1710000.0
ORD02738,2023-09-11,2023-09,Nhà cửa & Đời sống,Hải Phòng,4390000.0,Returned,12,0.0,0.0
ORD02739,2023-01-24,2023-01,Điện thoại & Phụ kiện,Hà Nội,1110000.0,Delivered,2,3.0,1110000.0
ORD02740,2023-06-11,2023-06,Thời trang,Hải Phòng,780000.0,Canceled,7,0.0,0.0
ORD02741,2023-06-07,2023-06,Thời trang,Hải Phòng,1420000.0,Delivered,10,4.0,1420000.0
ORD02742,2023-03-23,2023-03,Thời trang,Hà Nội,1980000.0,Delivered,10,1.0,1980000.0
ORD02743,2023-06-08,2023-06,Điện thoại & Phụ kiện,Hải Phòng,2200000.0,Delivered,7,4.0,2200000.0
ORD02744,2023-07-07,2023-07,Điện thoại & Phụ kiện,Hà Nội,2520000.0,Delivered,12,4.0,2520000.0
ORD02745,2023-03-01,2023-03,Mỹ phẩm,Đà Nẵng,1750000.0,Delivered,10,5.0,1750000.0
ORD02746,2023-11-01,2023-11,Điện thoại & Phụ kiện,Cần Thơ,4210000.0,Canceled,5,0.0,0.0
ORD02747,2023-11-15,2023-11,Mỹ phẩm,Hà Nội,4190000.0,Returned,12,0.0,0.0
ORD02748,2023-07-30,2023-07,Thời trang,Hà Nội,700000.0,Delivered,10,5.0,700000.0
ORD02749,2023-06-01,2023-06,Mỹ phẩm,Hải Phòng,3710000.0,Returned,6,0.0,0.0
ORD02750,2023-04-19,2023-04,Mỹ phẩm,Hà Nội,2880000.0,Delivered,1,2.0,2880000.0
ORD02751,2023-03-17,2023-03,Điện thoại & Phụ kiện,TP.HCM,4390000.0,Delivered,4,4.0,4390000.0
ORD02752,2023-01-30,2023-01,Thời trang,TP.HCM,1220000.0,Canceled,4,0.0,0.0
ORD02753,2023-11-10,2023-11,Mỹ phẩm,Đà Nẵng,390000.0,Canceled,11,0.0,0.0
ORD02754,2023-04-27,2023-04,Thời trang,Hà Nội,3320000.0,Delivered,8,1.0,3320000.0
ORD02755,2023-12-22,2023-12,Nhà cửa & Đời sống,Hải Phòng,4850000.0,Delivered,2,3.0,4850000.0
ORD02756,2023-07-11,2023-07,Thời trang,Hải Phòng,1700000.0,Canceled,1,0.0,0.0
ORD02757,2023-01-19,2023-01,Điện thoại & Phụ kiện,Cần Thơ,2430000.0,Delivered,7,4.0,2430000.0
ORD02758,2023-06-22,2023-06,Điện thoại & Phụ kiện,Đà Nẵng,3960000.0,Delivered,6,1.0,3960000.0
ORD02759,2023-08-16,2023-08,Nhà cửa & Đời sống,Hải Phòng,4620000.0,Delivered,5,3.0,4620000.0
ORD02760,2023-12-16,2023-12,Điện thoại & Phụ kiện,Cần Thơ,3860000.0,Returned,12,0.0,0.0
ORD02761,2023-07-02,2023-07,Mỹ phẩm,Hải Phòng,3480000.0,Canceled,13,0.0,0.0
ORD02762,2023-04-23,2023-04,Mỹ phẩm,Cần Thơ,1790000.0,Canceled,13,0.0,0.0
ORD02763,2023-07-02,2023-07,Điện thoại & Phụ kiện,TP.HCM,3270000.0,Delivered,13,5.0,3270000.0
ORD02764,2023-05-26,2023-05,Điện thoại & Phụ kiện,TP.HCM,1950000.0,Delivered,8,4.0,1950000.0
ORD02765,2023-11-15,2023-11,Mỹ phẩm,Hải Phòng,660000.0,Delivered,11,3.0,660000.0
ORD02766,2023-04-26,2023-04,Điện thoại & Phụ kiện,Đà Nẵng,2490000.0,Returned,13,0.0,0.0
ORD02767,2023-04-23,2023-04,Mỹ phẩm,Hà Nội,2660000.0,Delivered,2,5.0,2660000.0
ORD02768,2023-09-08,2023-09,Thời trang,Đà Nẵng,3670000.0,Delivered,2,1.0,3670000.0
ORD02769,2023-09-08,2023-09,Thời trang,Đà Nẵng,2100000.0,Canceled,9,0.0,0.0
ORD02770,2023-10-30,2023-10,Mỹ phẩm,Hà Nội,4530000.0,Delivered,1,1.0,4530000.0
ORD02771,2023-11-09,2023-11,Điện thoại & Phụ kiện,TP.HCM,3340000.0,Returned,6,0.0,0.0
ORD02772,2023-04-28,2023-04,Thời trang,TP.HCM,3240000.0,Delivered,13,4.0,3240000.0
ORD02773,2023-10-28,2023-10,Điện thoại & Phụ kiện,Hà Nội,3110000.0,Delivered,13,3.0,3110000.0
ORD02774,2023-06-10,2023-06,Điện thoại & Phụ kiện,Cần Thơ,1150000.0,Delivered,3,3.0,1150000.0
ORD02775,2023-07-17,2023-07,Thời trang,Đà Nẵng,2990000.0,Canceled,13,0.0,0.0
ORD02776,2023-09-17,2023-09,Mỹ phẩm,Hải Phòng,1100000.0,Canceled,5,0.0,0.0
ORD02777,2023-05-28,2023-05,Điện thoại & Phụ kiện,TP.HCM,1060000.0,Delivered,8,2.0,1060000.0
ORD02778,2023-08-28,2023-08,Thời trang,Hải Phòng,1620000.0,Delivered,7,1.0,1620000.0
ORD02779,2023-02-16,2023-02,Thời trang,Hà Nội,4350000.0,Returned,13,0.0,0.0
ORD02780,2023-07-17,2023-07,Điện thoại & Phụ kiện,Hải Phòng,380000.0,Delivered,12,5.0,380000.0
ORD02781,2023-02-16,2023-02,Điện thoại & Phụ kiện,Hải Phòng,1620000.0,Delivered,4,4.0,1620000.0
ORD02782,2023-03-19,2023-03,Nhà cửa & Đời sống,Đà Nẵng,4470000.0,Delivered,8,4.0,4470000.0
ORD02783,2023-05-04,2023-05,Mỹ phẩm,Hà Nội,3880000.0,Canceled,11,0.0,0.0
ORD02784,2023-03-16,2023-03,Thời trang,Hải Phòng,820000.0,Delivered,11,5.0,820000.0
ORD02785,2023-12-25,2023-12,Thời trang,TP.HCM,2630000.0,Delivered,10,1.0,2630000.0
ORD02786,2023-05-17,2023-05,Điện thoại & Phụ kiện,Hà Nội,4600000.0,Returned,11,0.0,0.0
ORD02787,2023-03-31,2023-03,Thời trang,TP.HCM,4080000.0,Delivered,2,4.0,4080000.0
ORD02788,2023-11-21,2023-11,Thời trang,Cần Thơ,130000.0,Delivered,7,1.0,130000.0
ORD02789,2023-03-02,2023-03,Thời trang,Hải Phòng,2460000.0,Delivered,5,2.0,2460000.0
ORD02790,2023-05-18,2023-05,Điện thoại & Phụ kiện,Hà Nội,470000.0,Returned,11,0.0,0.0
ORD02791,2023-02-19,2023-02,Điện thoại & Phụ kiện,TP.HCM,290000.0,Delivered,6,3.0,290000.0
ORD02792,2023-09-16,2023-09,Điện thoại & Phụ kiện,Hải Phòng,1220000.0,Delivered,3,1.0,1220000.0
ORD02793,2023-04-17,2023-04,Nhà cửa & Đời sống,Đà Nẵng,320000.0,Delivered,11,1.0,320000.0
ORD02794,2023-04-23,2023-04,Thời trang,TP.HCM,4300000.0,Delivered,10,2.0,4300000.0
ORD02795,2023-12-16,2023-12,Thời trang,TP.HCM,4550000.0,Returned,7,0.0,0.0
ORD02796,2023-09-11,2023-09,Điện thoại & Phụ kiện,Cần Thơ,3760000.0,Delivered,7,2.0,3760000.0
ORD02797,2023-04-28,2023-04,Điện thoại & Phụ kiện,Đà Nẵng,1450000.0,Delivered,2,4.0,1450000.0
ORD02798,2023-07-17,2023-07,Mỹ phẩm,Cần Thơ,4300000.0,Delivered,1,5.0,4300000.0
ORD02799,2023-12-03,2023-12,Thời trang,Đà Nẵng,2570000.0,Delivered,10,1.0,2570000.0
ORD02800,2023-12-31,2023-12,Thời trang,TP.HCM,3100000.0,Canceled,2,0.0,0.0
ORD02801,2023-02-20,2023-02,Điện thoại & Phụ kiện,Cần Thơ,1060000.0,Delivered,12,1.0,1060000.0
ORD02802,2023-09-02,2023-09,Mỹ phẩm,Hải Phòng,420000.0,Delivered,8,1.0,420000.0
ORD02803,2023-02-04,2023-02,Điện thoại & Phụ kiện,Đà Nẵng,1440000.0,Canceled,11,0.0,0.0
ORD02804,2023-10-29,2023-10,Điện thoại & Phụ kiện,TP.HCM,2640000.0,Delivered,10,1.0,2640000.0
ORD02805,2023-03-10,2023-03,Thời trang,Hà Nội,2870000.0,Delivered,3,3.0,2870000.0
ORD02806,2023-12-15,2023-12,Điện thoại & Phụ kiện,Đà Nẵng,1420000.0,Returned,11,0.0,0.0
ORD02807,2023-11-16,2023-11,Điện thoại & Phụ kiện,Đà Nẵng,2470000.0,Delivered,4,5.0,2470000.0
ORD02808,2023-02-18,2023-02,Thời trang,Hải Phòng,240000.0,Delivered,8,3.0,240000.0
ORD02809,2023-03-15,2023-03,Thời trang,Đà Nẵng,2860000.0,Canceled,3,0.0,0.0
ORD02810,2023-07-11,2023-07,Mỹ phẩm,Đà Nẵng,1350000.0,Returned,6,0.0,0.0
ORD02811,2023-09-18,2023-09,Thời trang,Hải Phòng,3540000.0,Delivered,2,5.0,3540000.0
